"id_hotspot","nombre_hotspot","url_ebird","distrito_ubicacion","species","nombre_cientifico","n_observaciones","primer_anio","ultimo_anio","orden","familia","nombre_espanol","nombre_ingles","estatus_residencia","ds_004_2014","iucn_categoria","cites_apendice","es_endemica_peru"
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Progne tapera","Progne tapera (Linnaeus, 1766)",4,2022,2024,"Passeriformes","Hirundinidae","Martín de Pecho Pardo","Brown-chested Martin","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Aeronautes andecolus","Aeronautes andecolus (d'Orbigny & Lafresnaye, 1837)",3,2021,2024,"Apodiformes","Apodidae","Vencejo Andino","Andean Swift","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Anairetes flavirostris","Anairetes flavirostris P.L.Sclater & Salvin, 1876",3,2021,2024,"Passeriformes","Tyrannidae","Torito de Pico Amarillo","Yellow-billed Tit-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Anas bahamensis","Anas bahamensis Linnaeus, 1758",3,2024,2024,"Anseriformes","Anatidae","Pato Gargantillo","White-cheeked Pintail","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Cranioleuca albicapilla","Cranioleuca albicapilla (Cabanis, 1873)",3,2021,2024,"Passeriformes","Furnariidae","Cola-Espina de Cresta Cremosa","Creamy-crested Spinetail","Endémico","No Amenazada","Preocupación Menor (LC)","No CITES",TRUE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Dolichonyx oryzivorus","Dolichonyx oryzivorus (Linnaeus, 1758)",3,2023,2024,"Passeriformes","Icteridae","Tordo Arrocero","Bobolink","Migratorio","No Amenazada","Casi Amenazada (NT)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Gallinago andina","Gallinago andina Taczanowski, 1875",3,2024,2024,"Charadriiformes","Scolopacidae","Becasina de la Puna","Puna Snipe","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Geospizopsis unicolor","Geospizopsis unicolor (d'Orbigny & Lafresnaye, 1837)",3,2021,2023,"Passeriformes","Thraupidae","Fringilo Plomizo","Plumbeous Sierra Finch","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Tachuris rubrigastra","Tachuris rubrigastra (Vieillot, 1817)",3,2022,2024,"Passeriformes","Tyrannidae","Siete Colores de la Totora","Many-colored Rush Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Turdus fuscater","Turdus fuscater Orbigny & Lafresnaye, 1837",3,2021,2024,"Passeriformes","Turdidae","Zorzal Grande","Great Thrush","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Asthenes ottonis","Asthenes ottonis (Berlepsch, 1901)",2,2023,2024,"Passeriformes","Furnariidae","Canastero de Frente Rojiza","Rusty-fronted Canastero","Endémico","No Amenazada","Preocupación Menor (LC)","No CITES",TRUE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Bartramia longicauda","Bartramia longicauda (Bechstein, 1812)",2,2022,2022,"Charadriiformes","Scolopacidae","Playero Batitú","Upland Sandpiper","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Coccyzus americanus","Coccyzus americanus (Linnaeus, 1758)",2,2022,2022,"Cuculiformes","Cuculidae","Cuclillo de Pico Amarillo","Yellow-billed Cuckoo","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Coragyps atratus","Coragyps atratus (Bechstein, 1793)",2,2024,2024,"Cathartiformes","Cathartidae","Gallinazo de Cabeza Negra","Black Vulture","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Elliotomyia chionogaster","Elliotomyia chionogaster (Tschudi, 1846)",2,2021,2024,"Apodiformes","Trochilidae","Colibrí de Vientre Blanco","White-bellied Hummingbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Spinus atratus","Spinus atratus (d'Orbigny & Lafresnaye, 1837)",2,2023,2024,"Passeriformes","Fringillidae","Jilguero Negro","Black Siskin","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Spinus crassirostris","Spinus crassirostris (Landbeck, 1877)",2,2024,2024,"Passeriformes","Fringillidae","Jilguero de Pico Grueso","Thick-billed Siskin","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Tyto furcata","Tyto furcata (Temminck, 1827)",2,2019,2019,"Strigiformes","Tytonidae","Lechuza de Campanario Americana","American Barn Owl","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Asthenes dorbignyi","Asthenes dorbignyi (Reichenbach, 1853)",1,2024,2024,"Passeriformes","Furnariidae","Canastero de Pecho Cremoso","Creamy-breasted Canastero","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Catamenia homochroa","Catamenia homochroa P.L.Sclater, 1859",1,2023,2023,"Passeriformes","Thraupidae","Semillero Paramero","Paramo Seedeater","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Catamenia inornata","Catamenia inornata (Lafresnaye, 1847)",1,2024,2024,"Passeriformes","Thraupidae","Semillero Simple","Plain-colored Seedeater","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Chaetocercus mulsant","Chaetocercus mulsant (Bourcier, 1843)",1,2021,2021,"Apodiformes","Trochilidae","Estrellita de Vientre Blanco","White-bellied Woodstar","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Cinclodes fuscus","Cinclodes albiventris (Philippi & Landbeck, 1861)",1,2023,2023,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Empidonomus aurantioatrocristatus","Empidonomus aurantioatrocristatus (Orbigny & Lafresnaye, 1837)",1,2021,2021,"Passeriformes","Tyrannidae","Mosquero-Pizarroso Coronado","Crowned Slaty Flycatcher","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Eristalis tenax","Eristalis tenax (Linnaeus, 1758)",1,2025,2025,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Harpyhaliaetus solitarius","Buteogallus solitarius (Tschudi, 1844)",1,2021,2021,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Ictinia plumbea","Ictinia plumbea (Gmelin, 1788)",1,2024,2024,"Accipitriformes","Accipitridae","Elanio Plomizo","Plumbeous Kite","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Knipolegus aterrimus","Knipolegus aterrimus Kaup, 1853",1,2024,2024,"Passeriformes","Tyrannidae","Viudita-Negra de Ala Blanca","White-winged Black-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Leptotila verreauxi","Leptotila verreauxi Bonaparte, 1855",1,2024,2024,"Columbiformes","Columbidae","Paloma de Puntas Blancas","White-tipped Dove","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Muscisaxicola maculirostris","Muscisaxicola maculirostris Orbigny & Lafresnaye, 1837",1,2022,2022,"Passeriformes","Tyrannidae","Dormilona Chica","Spot-billed Ground-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Mycteria americana","Mycteria americana Linnaeus, 1758",1,2020,2020,"Ciconiiformes","Ciconiidae","Cigüeña Gabán","Wood Stork","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Myiornis ecaudatus","Myiornis ecaudatus (Orbigny & Lafresnaye, 1837)",1,2023,2023,"Passeriformes","Tyrannidae","Tirano-Pigmeo de Cola Corta","Short-tailed Pygmy-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Myiotheretes striaticollis","Myiotheretes striaticollis (P.L.Sclater, 1853)",1,2024,2024,"Passeriformes","Tyrannidae","Ala-Rufa de Garganta Rayada","Streak-throated Bush-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Nothura darwinii","Nothura darwinii G.R.Gray, 1867",1,2021,2021,"Tinamiformes","Tinamidae","Perdiz de Darwin","Darwin's Nothura","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Nystalus chacuru","Nystalus chacuru (Vieillot, 1816)",1,2024,2024,"Galbuliformes","Bucconidae","Buco de Oreja Blanca","White-eared Puffbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Ochthoeca oenanthoides","Ochthoeca oenanthoides (Orbigny & Lafresnaye, 1837)",1,2024,2024,"Passeriformes","Tyrannidae","Pitajo de d’Orbigny","d'Orbigny's Chat-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Patagioenas fasciata","Patagioenas fasciata (Say, 1822)",1,2021,2021,"Columbiformes","Columbidae","Paloma de Nuca Blanca","Band-tailed Pigeon","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Patagioenas plumbea","Patagioenas plumbea (Vieillot, 1818)",1,2021,2021,"Columbiformes","Columbidae","Paloma Plomiza","Plumbeous Pigeon","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Podiceps occipitalis","Podiceps occipitalis Garnot, 1826",1,2024,2024,"Podicipediformes","Podicipedidae","Zambullidor Plateado","Silvery Grebe","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Porphyrospiza alaudina","Rhopospina alaudina (Kittlitz, 1833)",1,2024,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Sclerurus obscurior","Sclerurus obscurior Hartert & Ejo, 1901",1,2024,2024,"Passeriformes","Furnariidae","Tira-Hoja Sudamericana","South American Leaftosser","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Vanessa braziliensis","Vanessa braziliensis (Moore, 1883)",1,2025,2025,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Fulica ardesiaca","Fulica ardesiaca Tschudi, 1843",528,1984,2026,"Gruiformes","Rallidae","Gallareta Andina","Slate-colored Coot","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Chroicocephalus serranus","Chroicocephalus serranus (Tschudi, 1844)",497,1984,2025,"Charadriiformes","Laridae","Gaviota Andina","Andean Gull","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Oxyura ferruginea","Oxyura ferruginea (Eyton, 1838)",464,1984,2025,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Agelasticus thilius","Agelasticus thilius (Molina, 1782)",432,1984,2024,"Passeriformes","Icteridae","Tordo de Ala Amarilla","Yellow-winged Blackbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Rollandia rolland","Rollandia rolland (Quoy & Gaimard, 1824)",402,1984,2024,"Podicipediformes","Podicipedidae","Zambullidor Pimpollo","White-tufted Grebe","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Gallinula chloropus","Gallinula galeata (Lichtenstein & Mhc, 1818)",377,1984,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Zonotrichia capensis","Zonotrichia capensis (P.L.S.Müller, 1776)",369,1987,2024,"Passeriformes","Passerellidae","Gorrión de Collar Rufo","Rufous-collared Sparrow","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Anas flavirostris","Anas flavirostris Vieillot, 1816",354,1984,2024,"Anseriformes","Anatidae","Pato Barcino","Yellow-billed Teal","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Tachuris rubrigastra","Tachuris rubrigastra (Vieillot, 1817)",348,1997,2024,"Passeriformes","Tyrannidae","Siete Colores de la Totora","Many-colored Rush Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Plegadis ridgwayi","Plegadis ridgwayi (Allen, 1876)",317,1984,2024,"Pelecaniformes","Threskiornithidae","Ibis de la Puna","Puna Ibis","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Spatula cyanoptera","Spatula cyanoptera (Vieillot, 1816)",313,1987,2024,"Anseriformes","Anatidae","Pato Colorado","Cinnamon Teal","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Phleocryptes melanops","Phleocryptes melanops (Vieillot, 1817)",300,1997,2024,"Passeriformes","Furnariidae","Junquero","Wren-like Rushbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Patagioenas maculosa","Patagioenas maculosa (Temminck, 1813)",299,1984,2024,"Columbiformes","Columbidae","Paloma de Ala Moteada","Spot-winged Pigeon","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Spinus magellanicus","Spinus magellanicus (Vieillot, 1805)",287,2004,2024,"Passeriformes","Fringillidae","Jilguero Encapuchado","Hooded Siskin","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Anas georgica","Anas georgica J.F.Gmelin, 1789",274,1984,2024,"Anseriformes","Anatidae","Pato Jergón","Yellow-billed Pintail","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Spatula puna","Spatula puna (Tschudi, 1844)",239,1984,2024,"Anseriformes","Anatidae","Pato de la Puna","Puna Teal","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Vanellus resplendens","Vanellus resplendens (Tschudi, 1843)",212,1984,2024,"Charadriiformes","Charadriidae","Avefría Andina","Andean Lapwing","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Falco sparverius","Falco sparverius Linnaeus, 1758",207,1998,2024,"Falconiformes","Falconidae","Cernícalo Americano","American Kestrel","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L892475","Laguna Huaypo","https://ebird.org/hotspot/L892475/bird-list","Anta","Actitis macularius","Actitis macularius (Linnaeus, 1766)",165,2000,2024,"Charadriiformes","Scolopacidae","Playero Coleador","Spotted Sandpiper","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
