"nombre_enviado","reino_enviado","usage_key","accepted_usage_key","scientific_name","canonical_name","rank","status","confidence","match_type","kingdom","phylum","class","order","family","genus","species","consulta_utc"
"Oritrophium hieracioides","Plantae","3096762",NA,"Oritrophium hieracioides (Wedd.) Cuatrec.","Oritrophium hieracioides","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Oritrophium","Oritrophium hieracioides","2026-08-29 23:33:29 UTC"
"Ourisia chamaedrifolia","Plantae","7332044",NA,"Ourisia chamaedrifolia Benth.","Ourisia chamaedrifolia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Ourisia","Ourisia chamaedrifolia","2026-08-29 23:33:29 UTC"
"Paspalum ceresia","Plantae","4114040",NA,"Paspalum ceresia (Kuntze) Chase","Paspalum ceresia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Paspalum","Paspalum ceresia","2026-08-29 23:33:29 UTC"
"Passiflora foetida","Plantae","2874211",NA,"Passiflora foetida L.","Passiflora foetida","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora foetida","2026-08-29 23:33:29 UTC"
"Passiflora ligularis","Plantae","2874198",NA,"Passiflora ligularis Juss.","Passiflora ligularis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora ligularis","2026-08-29 23:33:29 UTC"
"Passiflora mixta","Plantae","8368994",NA,"Passiflora mixta L.fil.","Passiflora mixta","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora mixta","2026-08-29 23:33:29 UTC"
"Passiflora pinnatistipula","Plantae","7313368",NA,"Passiflora pinnatistipula Cav.","Passiflora pinnatistipula","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora pinnatistipula","2026-08-29 23:33:29 UTC"
"Passiflora trifoliata","Plantae","7313419",NA,"Passiflora trifoliata Cav.","Passiflora trifoliata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora trifoliata","2026-08-29 23:33:29 UTC"
"Passiflora tripartita","Plantae","7152132",NA,"Passiflora tripartita (Juss.) Poir.","Passiflora tripartita","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora tripartita","2026-08-29 23:33:29 UTC"
"Passiflora tripartita mollissima","Plantae","3587022",NA,"Passiflora tripartita var. mollissima (Kunth) Holm-Niels. & P.J<U+00F8>rg.","Passiflora tripartita mollissima","VARIETY","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora tripartita","2026-08-29 23:33:29 UTC"
"Passiflora trisecta","Plantae","7890748",NA,"Passiflora trisecta Mast.","Passiflora trisecta","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora trisecta","2026-08-29 23:33:29 UTC"
"Peperomia galioides","Plantae","7305021",NA,"Peperomia galioides Kunth","Peperomia galioides","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Peperomia","Peperomia galioides","2026-08-29 23:33:29 UTC"
"Peperomia tetraphylla","Plantae","3086448",NA,"Peperomia tetraphylla (G.Forst.) Hook. & Arn.","Peperomia tetraphylla","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Peperomia","Peperomia tetraphylla","2026-08-29 23:33:29 UTC"
"Perezia coerulescens","Plantae","5391414","5391447","Perezia coerulescens Wedd.","Perezia coerulescens","SPECIES","SYNONYM",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Perezia","Perezia pinnatifida","2026-08-29 23:33:29 UTC"
"Perezia multiflora","Plantae","5391359",NA,"Perezia multiflora (Bonpl.) Less.","Perezia multiflora","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Perezia","Perezia multiflora","2026-08-29 23:33:29 UTC"
"Perezia multiflora multiflora","Plantae","7223083",NA,"Perezia multiflora subsp. multiflora","Perezia multiflora multiflora","SUBSPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Perezia","Perezia multiflora","2026-08-29 23:33:29 UTC"
"Perezia pungens","Plantae","5391419",NA,"Perezia pungens (Bonpl.) Less.","Perezia pungens","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Perezia","Perezia pungens","2026-08-29 23:33:29 UTC"
"Persea americana","Plantae","3034046",NA,"Persea americana Mill.","Persea americana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Persea","Persea americana","2026-08-29 23:33:29 UTC"
"Philibertia lysimachioides","Plantae","5829379",NA,"Philibertia lysimachioides (Wedd.) T.Mey.","Philibertia lysimachioides","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Philibertia","Philibertia lysimachioides","2026-08-29 23:33:29 UTC"
"Philoglossa mimuloides","Plantae","3118688",NA,"Philoglossa mimuloides (Hieron.) H.Rob. & Cuatrec.","Philoglossa mimuloides","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Philoglossa","Philoglossa mimuloides","2026-08-29 23:33:29 UTC"
"Phlegmariurus andinus","Plantae","7413474",NA,"Phlegmariurus andinus (Rosenst.) B.<U+00D8>llg.","Phlegmariurus andinus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Phlegmariurus","Phlegmariurus andinus","2026-08-29 23:33:29 UTC"
"Phlegmariurus crassus","Plantae","8314351",NA,"Phlegmariurus crassus (Humb. & Bonpl. ex Willd.) B.<U+00D8>llg.","Phlegmariurus crassus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Phlegmariurus","Phlegmariurus crassus","2026-08-29 23:33:29 UTC"
"Phoenix canariensis","Plantae","7445284",NA,"Phoenix canariensis H.Wildpret","Phoenix canariensis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix canariensis","2026-08-29 23:33:29 UTC"
"Phylloscirpus acaulis","Plantae","5291317",NA,"Phylloscirpus acaulis (Phil.) Goetgh. & D.A.Simpson","Phylloscirpus acaulis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Phylloscirpus","Phylloscirpus acaulis","2026-08-29 23:33:29 UTC"
"Physalis peruviana","Plantae","5341784",NA,"Physalis peruviana L.","Physalis peruviana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis peruviana","2026-08-29 23:33:29 UTC"
"Phytolacca bogotensis","Plantae","3084020",NA,"Phytolacca bogotensis Kunth","Phytolacca bogotensis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca bogotensis","2026-08-29 23:33:29 UTC"
"Phytolacca octandra","Plantae","3084021","3084023","Phytolacca octandra L.","Phytolacca octandra","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca icosandra","2026-08-29 23:33:29 UTC"
"Pilea serpyllacea","Plantae","5670500",NA,"Pilea serpyllacea (Kunth) Liebm.","Pilea serpyllacea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Pilea","Pilea serpyllacea","2026-08-29 23:33:29 UTC"
"Pineda incana","Plantae","7908603",NA,"Pineda incana Ruiz & Pav.","Pineda incana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Pineda","Pineda incana","2026-08-29 23:33:29 UTC"
"Plagiochasma rupestre","Plantae","8606860",NA,"Plagiochasma rupestre (J.R.Forst. & G.Forst.) Steph.","Plagiochasma rupestre","SPECIES","ACCEPTED",100,"EXACT","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Aytoniaceae","Plagiochasma","Plagiochasma rupestre","2026-08-29 23:33:29 UTC"
"Plantago rigida","Plantae","7749255",NA,"Plantago rigida Kunth","Plantago rigida","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago","Plantago rigida","2026-08-29 23:33:29 UTC"
"Plantago tubulosa","Plantae","7303101",NA,"Plantago tubulosa Decne.","Plantago tubulosa","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago","Plantago tubulosa","2026-08-29 23:33:29 UTC"
"Polylepis incana","Plantae","5370633",NA,"Polylepis incana Kunth","Polylepis incana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Polylepis","Polylepis incana","2026-08-29 23:33:29 UTC"
"Polystichum orbiculatum","Plantae","7774122",NA,"Polystichum orbiculatum (Desv.) J.R<U+00E9>my & F<U+00E9>e","Polystichum orbiculatum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Polystichum","Polystichum orbiculatum","2026-08-29 23:33:29 UTC"
"Pontederia crassipes","Plantae","2765942",NA,"Pontederia crassipes Mart.","Pontederia crassipes","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Commelinales","Pontederiaceae","Pontederia","Pontederia crassipes","2026-08-29 23:33:29 UTC"
"Ponthieva mandonii","Plantae","2784515",NA,"Ponthieva mandonii Rchb.f.","Ponthieva mandonii","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Ponthieva","Ponthieva mandonii","2026-08-29 23:33:29 UTC"
"Prestonia quinquangularis","Plantae","5414415",NA,"Prestonia quinquangularis (Jacq.) Spreng.","Prestonia quinquangularis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Prestonia","Prestonia quinquangularis","2026-08-29 23:33:29 UTC"
"Prunus persica","Plantae","8149923",NA,"Prunus persica (L.) Stokes","Prunus persica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus persica","2026-08-29 23:33:29 UTC"
"Pterichis silvestris","Plantae","2850734",NA,"Pterichis silvestris Schltr.","Pterichis silvestris","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Pterichis","Pterichis silvestris","2026-08-29 23:33:29 UTC"
"Puya cochabambensis","Plantae","2696150",NA,"Puya cochabambensis R.V<U+00E1>squez & Ibisch","Puya cochabambensis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Puya","Puya cochabambensis","2026-08-29 23:33:29 UTC"
"Puya ferruginea","Plantae","2696278",NA,"Puya ferruginea (Ruiz & Pav.) L.B.Sm.","Puya ferruginea","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Puya","Puya ferruginea","2026-08-29 23:33:29 UTC"
"Puya weberbaueri","Plantae","2696223",NA,"Puya weberbaueri Mez","Puya weberbaueri","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Puya","Puya weberbaueri","2026-08-29 23:33:29 UTC"
"Pyrolirion arvense","Plantae","2855303",NA,"Pyrolirion arvense (F.Dietr.) Erhardt, G<U+00F6>tz & Seybold","Pyrolirion arvense","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Pyrolirion","Pyrolirion arvense","2026-08-29 23:33:29 UTC"
"Pyrolirion tubiflorum","Plantae","8140253",NA,"Pyrolirion tubiflorum (L'H<U+00E9>r.) M.Roem.","Pyrolirion tubiflorum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Pyrolirion","Pyrolirion tubiflorum","2026-08-29 23:33:29 UTC"
"Quinchamalium chilense","Plantae","7265288",NA,"Quinchamalium chilense Molina","Quinchamalium chilense","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Santalales","Schoepfiaceae","Quinchamalium","Quinchamalium chilense","2026-08-29 23:33:29 UTC"
"Racinaea tetrantha","Plantae","2694619",NA,"Racinaea tetrantha (Ruiz & Pav.) M.A.Spencer & L.B.Sm.","Racinaea tetrantha","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Racinaea","Racinaea tetrantha","2026-08-29 23:33:29 UTC"
"Raphanus raphanistrum sativus","Plantae","3040962",NA,"Raphanus L.","Raphanus","GENUS","ACCEPTED",98,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Raphanus",NA,"2026-08-29 23:33:29 UTC"
"Ribes cuneifolium","Plantae","7335072",NA,"Ribes cuneifolium Ruiz & Pav.","Ribes cuneifolium","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes cuneifolium","2026-08-29 23:33:29 UTC"
"Ribes incarnatum","Plantae","4194800",NA,"Ribes incarnatum Wedd.","Ribes incarnatum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes incarnatum","2026-08-29 23:33:29 UTC"
"Richardia brasiliensis","Plantae","5337499",NA,"Richardia brasiliensis Gomes","Richardia brasiliensis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Richardia","Richardia brasiliensis","2026-08-29 23:33:29 UTC"
"Ricinus communis","Plantae","5380041",NA,"Ricinus communis L.","Ricinus communis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Ricinus","Ricinus communis","2026-08-29 23:33:29 UTC"
"Rockhausenia nubigena","Plantae","12174355",NA,"Rockhausenia nubigena (Kunth) D.J.N.Hind","Rockhausenia nubigena","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Rockhausenia","Rockhausenia nubigena","2026-08-29 23:33:29 UTC"
"Rockhausenia orbignyana","Plantae","12185813",NA,"Rockhausenia orbignyana (Wedd.) D.J.N.Hind","Rockhausenia orbignyana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Rockhausenia","Rockhausenia orbignyana","2026-08-29 23:33:29 UTC"
"Rockhausenia pectinata","Plantae","12209742",NA,"Rockhausenia pectinata (Lingelsh.) D.J.N.Hind","Rockhausenia pectinata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Rockhausenia","Rockhausenia pectinata","2026-08-29 23:33:29 UTC"
"Rockhausenia villosa","Plantae","12238218",NA,"Rockhausenia villosa (A.Gray) D.J.N.Hind","Rockhausenia villosa","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Rockhausenia","Rockhausenia villosa","2026-08-29 23:33:29 UTC"
"Rubus peruvianus","Plantae","9978661",NA,"Rubus peruvianus Fritsch ex Szyszyl.","Rubus peruvianus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus peruvianus","2026-08-29 23:33:29 UTC"
"Rumex acetosella","Plantae","2888995",NA,"Rumex acetosella L.","Rumex acetosella","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex acetosella","2026-08-29 23:33:29 UTC"
"Rumex obtusifolius","Plantae","2889011",NA,"Rumex obtusifolius L.","Rumex obtusifolius","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex obtusifolius","2026-08-29 23:33:29 UTC"
"Sacoila lanceolata","Plantae","2808912",NA,"Sacoila lanceolata (Aubl.) Garay","Sacoila lanceolata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Sacoila","Sacoila lanceolata","2026-08-29 23:33:29 UTC"
"Salpichroa didieriana","Plantae","12250679",NA,"Salpichroa didieriana Jaub.","Salpichroa didieriana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Salpichroa","Salpichroa didieriana","2026-08-29 23:33:29 UTC"
"Salpichroa glandulosa","Plantae","7299536",NA,"Salpichroa glandulosa (Hook.) Miers","Salpichroa glandulosa","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Salpichroa","Salpichroa glandulosa","2026-08-29 23:33:29 UTC"
"Salvia cyanicalyx","Plantae","3904519",NA,"Salvia cyanicalyx Epling","Salvia cyanicalyx","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia cyanicalyx","2026-08-29 23:33:29 UTC"
"Salvia dombeyi","Plantae","3903786",NA,"Salvia dombeyi Epling","Salvia dombeyi","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia dombeyi","2026-08-29 23:33:29 UTC"
"Salvia sagittata","Plantae","3888514",NA,"Salvia sagittata Ruiz & Pav.","Salvia sagittata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia sagittata","2026-08-29 23:33:29 UTC"
"Sambucus peruviana","Plantae","3857458",NA,"Sambucus peruviana Kunth","Sambucus peruviana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Viburnaceae","Sambucus","Sambucus peruviana","2026-08-29 23:33:29 UTC"
"Sauroglossum aurantiacum","Plantae","2816838",NA,"Sauroglossum aurantiacum (C.Schweinf.) Garay","Sauroglossum aurantiacum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Sauroglossum","Sauroglossum aurantiacum","2026-08-29 23:33:29 UTC"
"Saxifraga boussingaultii","Plantae","3752662",NA,"Saxifraga boussingaultii Brongn.","Saxifraga boussingaultii","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga boussingaultii","2026-08-29 23:33:29 UTC"
"Schinus molle","Plantae","3190642",NA,"Schinus molle L.","Schinus molle","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Schinus","Schinus molle","2026-08-29 23:33:29 UTC"
"Seemannia sylvatica","Plantae","5589197",NA,"Seemannia sylvatica (Kunth) Hanst.","Seemannia sylvatica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Seemannia","Seemannia sylvatica","2026-08-29 23:33:29 UTC"
"Senecio adenophyllus","Plantae","3108780",NA,"Senecio adenophyllus Meyen & Walp.","Senecio adenophyllus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio adenophyllus","2026-08-29 23:33:29 UTC"
"Senecio candollei","Plantae","4240190","3126513","Senecio candollei Wedd.","Senecio candollei","SPECIES","SYNONYM",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Culcitium","Culcitium humile","2026-08-29 23:33:29 UTC"
"Senecio collinus","Plantae","7476150",NA,"Senecio collinus DC.","Senecio collinus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio collinus","2026-08-29 23:33:29 UTC"
"Senecio condimentarius","Plantae","3108518",NA,"Senecio condimentarius Cabrera","Senecio condimentarius","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio condimentarius","2026-08-29 23:33:29 UTC"
"Senecio expansus","Plantae","3107202",NA,"Senecio expansus Wedd.","Senecio expansus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio expansus","2026-08-29 23:33:29 UTC"
"Senecio panticallensis","Plantae","4223751",NA,"Senecio panticallensis Cabrera","Senecio panticallensis","SPECIES","DOUBTFUL",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio panticallensis","2026-08-29 23:33:29 UTC"
"Senecio peruensis","Plantae","4222804",NA,"Senecio peruensis Cuatrec.","Senecio peruensis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio peruensis","2026-08-29 23:33:29 UTC"
"Senecio rhizomatus","Plantae","3108526",NA,"Senecio rhizomatus Rusby","Senecio rhizomatus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio rhizomatus","2026-08-29 23:33:29 UTC"
"Senecio rufescens","Plantae","7488565",NA,"Senecio rufescens DC.","Senecio rufescens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio rufescens","2026-08-29 23:33:29 UTC"
"Senecio serratifolius","Plantae","3108855",NA,"Senecio serratifolius (Meyen & Walp.) Cuatrec.","Senecio serratifolius","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio serratifolius","2026-08-29 23:33:29 UTC"
"Senna aymara","Plantae","2956973",NA,"Senna aymara H.S.Irwin & Barneby","Senna aymara","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Senna","Senna aymara","2026-08-29 23:33:29 UTC"
"Sessea stipulata","Plantae","3796919",NA,"Sessea stipulata Ruiz & Pav.","Sessea stipulata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Sessea","Sessea stipulata","2026-08-29 23:33:29 UTC"
"Sida cordifolia","Plantae","5406755",NA,"Sida cordifolia L.","Sida cordifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Sida","Sida cordifolia","2026-08-29 23:33:29 UTC"
