"nombre_enviado","reino_enviado","usage_key","accepted_usage_key","scientific_name","canonical_name","rank","status","confidence","match_type","kingdom","phylum","class","order","family","genus","species","consulta_utc"
"Ramphomicron microrhynchum","Animalia","2476052",NA,"Ramphomicron microrhynchum (Boissonneau, 1840)","Ramphomicron microrhynchum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Ramphomicron","Ramphomicron microrhynchum","2026-08-29 23:33:29 UTC"
"Rauenia bonariensis","Animalia","11345373",NA,"Rauenia bonariensis (J.F.Gmelin, 1789)","Rauenia bonariensis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Rauenia","Rauenia bonariensis","2026-08-29 23:33:29 UTC"
"Rekoa palegon","Animalia","4300406",NA,"Rekoa palegon (Cramer, 1780)","Rekoa palegon","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Rekoa","Rekoa palegon","2026-08-29 23:33:29 UTC"
"Rhamma oxida","Animalia","8230610","1929921","Rhamma oxida (Hewitson, 1870) Hewitson, 1870","Rhamma oxida","SPECIES","SYNONYM",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Thecla","Thecla oxida","2026-08-29 23:33:29 UTC"
"Rhinella spinulosa","Animalia","5216910",NA,"Rhinella spinulosa (Wiegmann, 1834)","Rhinella spinulosa","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella spinulosa","2026-08-29 23:33:29 UTC"
"Rhionaeschna fissifrons","Animalia","1424962",NA,"Rhionaeschna fissifrons (Muz<U+00F3>n & von Ellenrieder, 2001)","Rhionaeschna fissifrons","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Rhionaeschna","Rhionaeschna fissifrons","2026-08-29 23:33:29 UTC"
"Rollandia rolland","Animalia","5229424",NA,"Rollandia rolland (Quoy & Gaimard, 1824)","Rollandia rolland","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Rollandia","Rollandia rolland","2026-08-29 23:33:29 UTC"
"Rothschildia arethusa","Animalia","5124542",NA,"Rothschildia arethusa Walker, 1855","Rothschildia arethusa","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Rothschildia","Rothschildia arethusa","2026-08-29 23:33:29 UTC"
"Saltator aurantiirostris","Animalia","5230903",NA,"Saltator aurantiirostris Vieillot, 1817","Saltator aurantiirostris","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Saltator","Saltator aurantiirostris","2026-08-29 23:33:29 UTC"
"Scytalopus urubambae","Animalia","2491008",NA,"Scytalopus urubambae Zimmer, 1939","Scytalopus urubambae","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Rhinocryptidae","Scytalopus","Scytalopus urubambae","2026-08-29 23:33:29 UTC"
"Spatula cyanoptera","Animalia","9345027",NA,"Spatula cyanoptera (Vieillot, 1816)","Spatula cyanoptera","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Anseriformes","Anatidae","Spatula","Spatula cyanoptera","2026-08-29 23:33:29 UTC"
"Spatula puna","Animalia","9583342",NA,"Spatula puna (Tschudi, 1844)","Spatula puna","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Anseriformes","Anatidae","Spatula","Spatula puna","2026-08-29 23:33:29 UTC"
"Spinus atratus","Animalia","6092503",NA,"Spinus atratus (d'Orbigny & Lafresnaye, 1837)","Spinus atratus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","Spinus atratus","2026-08-29 23:33:29 UTC"
"Spinus magellanicus","Animalia","7341745",NA,"Spinus magellanicus (Vieillot, 1805)","Spinus magellanicus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","Spinus magellanicus","2026-08-29 23:33:29 UTC"
"Stenocercus crassicaudatus","Animalia","2459764",NA,"Stenocercus crassicaudatus (Tschudi, 1845)","Stenocercus crassicaudatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Squamata",NA,"Tropiduridae","Stenocercus","Stenocercus crassicaudatus","2026-08-29 23:33:29 UTC"
"Stenocercus ochoai","Animalia","2459795",NA,"Stenocercus ochoai Fritts, 1972","Stenocercus ochoai","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Squamata",NA,"Tropiduridae","Stenocercus","Stenocercus ochoai","2026-08-29 23:33:29 UTC"
"Streptoprocne zonaris","Animalia","2477082",NA,"Streptoprocne zonaris (Shaw, 1796)","Streptoprocne zonaris","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Apodiformes","Apodidae","Streptoprocne","Streptoprocne zonaris","2026-08-29 23:33:29 UTC"
"Strymon bazochii","Animalia","4300393",NA,"Strymon bazochii (Godart)","Strymon bazochii","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Strymon","Strymon bazochii","2026-08-29 23:33:29 UTC"
"Strymon bazochii bazochii","Animalia","4300394",NA,"Strymon bazochii bazochii","Strymon bazochii bazochii","SUBSPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Strymon","Strymon bazochii","2026-08-29 23:33:29 UTC"
"Strymon bubastus","Animalia","8389961",NA,"Strymon bubastus (Stoll, 1780)","Strymon bubastus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Strymon","Strymon bubastus","2026-08-29 23:33:29 UTC"
"Strymon lamasi","Animalia","1925423",NA,"Strymon H<U+00FC>bner, 1818","Strymon","GENUS","ACCEPTED",95,"HIGHERRANK","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Strymon",NA,"2026-08-29 23:33:29 UTC"
"Strymon rufofusca","Animalia","4300377","1930653","Strymon rufofusca (Hewitson, 1877)","Strymon rufofusca","SPECIES","SYNONYM",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Thecla","Thecla rufofusca","2026-08-29 23:33:29 UTC"
"Synallaxis courseni","Animalia","2484976",NA,"Synallaxis courseni Blake, 1971","Synallaxis courseni","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","Synallaxis courseni","2026-08-29 23:33:29 UTC"
"Tachuris rubrigastra","Animalia","2482651",NA,"Tachuris rubrigastra (Vieillot, 1817)","Tachuris rubrigastra","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tachuris","Tachuris rubrigastra","2026-08-29 23:33:29 UTC"
"Tachymenis peruviana","Animalia","5224413",NA,"Tachymenis peruviana Wiegmann, 1834","Tachymenis peruviana","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Squamata",NA,"Colubridae","Tachymenis","Tachymenis peruviana","2026-08-29 23:33:29 UTC"
"Telenassa berenice","Animalia","1916790",NA,"Telenassa berenice (Felder, 1862)","Telenassa berenice","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Telenassa","Telenassa berenice","2026-08-29 23:33:29 UTC"
"Theristicus branickii","Animalia","2480789","6066355","Theristicus branickii Berlepsch & Stolzmann, 1894","Theristicus branickii","SPECIES","SYNONYM",100,"EXACT","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Theristicus","Theristicus melanopis","2026-08-29 23:33:29 UTC"
"Thespieus argentina","Animalia","1946323",NA,"Thespieus argentina Draudt, 1924","Thespieus argentina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Thespieus","Thespieus argentina","2026-08-29 23:33:29 UTC"
"Thlypopsis ruficeps","Animalia","2488689",NA,"Thlypopsis ruficeps (d'Orbigny & Lafresnaye, 1837)","Thlypopsis ruficeps","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Thlypopsis","Thlypopsis ruficeps","2026-08-29 23:33:29 UTC"
"Thrixopelma choquequirao","Animalia","2153777",NA,"Thrixopelma Schmidt, 1994","Thrixopelma","GENUS","ACCEPTED",96,"HIGHERRANK","Animalia","Arthropoda","Arachnida","Araneae","Theraphosidae","Thrixopelma",NA,"2026-08-29 23:33:29 UTC"
"Tigrisoma fasciatum","Animalia","2480868",NA,"Tigrisoma fasciatum (Such, 1825)","Tigrisoma fasciatum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Tigrisoma","Tigrisoma fasciatum","2026-08-29 23:33:29 UTC"
"Tremarctos ornatus","Animalia","2433401",NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","Tremarctos ornatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Mammalia","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","2026-08-29 23:33:29 UTC"
"Tringa flavipes","Animalia","2481721",NA,"Tringa flavipes (J.F.Gmelin, 1789)","Tringa flavipes","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa flavipes","2026-08-29 23:33:29 UTC"
"Troglodytes musculus","Animalia","8346347",NA,"Troglodytes musculus J.F.Naumann, 1823","Troglodytes musculus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes musculus","2026-08-29 23:33:29 UTC"
"Troglodytes musculus puna","Animalia","8346347",NA,"Troglodytes musculus J.F.Naumann, 1823","Troglodytes musculus","SPECIES","ACCEPTED",100,"HIGHERRANK","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes musculus","2026-08-29 23:33:29 UTC"
"Turdus chiguanco","Animalia","2490735",NA,"Turdus chiguanco Orbigny & Lafresnaye, 1837","Turdus chiguanco","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus chiguanco","2026-08-29 23:33:29 UTC"
"Turdus fuscater","Animalia","2490717",NA,"Turdus fuscater Orbigny & Lafresnaye, 1837","Turdus fuscater","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus fuscater","2026-08-29 23:33:29 UTC"
"Tyrannus melancholicus","Animalia","5229662",NA,"Tyrannus melancholicus Vieillot, 1819","Tyrannus melancholicus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus melancholicus","2026-08-29 23:33:29 UTC"
"Urbanus elmina","Animalia","1944313",NA,"Urbanus elmina Evans, 1952","Urbanus elmina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Urbanus","Urbanus elmina","2026-08-29 23:33:29 UTC"
"Urbanus proteus","Animalia","1944314",NA,"Urbanus proteus (Linnaeus, 1758)","Urbanus proteus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Urbanus","Urbanus proteus","2026-08-29 23:33:29 UTC"
"Vanellus resplendens","Animalia","5229141",NA,"Vanellus resplendens (Tschudi, 1843)","Vanellus resplendens","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Vanellus resplendens","2026-08-29 23:33:29 UTC"
"Vanessa altissima","Animalia","8961830",NA,"Vanessa altissima (Rosenberg & Talbot, 1914)","Vanessa altissima","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa altissima","2026-08-29 23:33:29 UTC"
"Vanessa braziliensis","Animalia","9563837",NA,"Vanessa braziliensis (Moore, 1883)","Vanessa braziliensis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa braziliensis","2026-08-29 23:33:29 UTC"
"Vanessa carye","Animalia","9396180",NA,"Vanessa carye (H<U+00FC>bner, 1812)","Vanessa carye","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa carye","2026-08-29 23:33:29 UTC"
"Vultur gryphus","Animalia","2481907",NA,"Vultur gryphus Linnaeus, 1758","Vultur gryphus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Vultur","Vultur gryphus","2026-08-29 23:33:29 UTC"
"Wettsteinia","Animalia","3259099",NA,"Wettsteinia Dalla Torre, 1904","Wettsteinia","GENUS","DOUBTFUL",94,"EXACT","Animalia","Arthropoda","Insecta","Hymenoptera","Vespidae","Wettsteinia",NA,"2026-08-29 23:33:29 UTC"
"Xenodacnis parina","Animalia","2488847",NA,"Xenodacnis parina Cabanis, 1873","Xenodacnis parina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Xenodacnis","Xenodacnis parina","2026-08-29 23:33:29 UTC"
"Xylocopa viridigastra","Animalia","1342098",NA,"Xylocopa viridigastra Lepeletier, 1841","Xylocopa viridigastra","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Xylocopa","Xylocopa viridigastra","2026-08-29 23:33:29 UTC"
"Yphthimoides leguialimai","Animalia","9882927",NA,"Yphthimoides leguialimai","Yphthimoides leguialimai","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Yphthimoides","Yphthimoides leguialimai","2026-08-29 23:33:29 UTC"
"Zenaida auriculata","Animalia","2495358",NA,"Zenaida auriculata (Des Murs, 1847)","Zenaida auriculata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Columbiformes","Columbidae","Zenaida","Zenaida auriculata","2026-08-29 23:33:29 UTC"
"Zentrygon frenata","Animalia","8243080",NA,"Zentrygon frenata (Tschudi, 1843)","Zentrygon frenata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Columbiformes","Columbidae","Zentrygon","Zentrygon frenata","2026-08-29 23:33:29 UTC"
"Zerene cesonia","Animalia","1920809",NA,"Zerene cesonia (Stoll, 1790)","Zerene cesonia","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Zerene","Zerene cesonia","2026-08-29 23:33:29 UTC"
"Zizula cyna","Animalia","4300019","5139578","Zizula cyna (W.H.Edwards, 1881)","Zizula cyna","SPECIES","SYNONYM",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lycaena","Lycaena cyna","2026-08-29 23:33:29 UTC"
"Zonotrichia capensis","Animalia","5231103",NA,"Zonotrichia capensis (P.L.S.M<U+00FC>ller, 1776)","Zonotrichia capensis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Zonotrichia","Zonotrichia capensis","2026-08-29 23:33:29 UTC"
"Abatia spicata","Plantae","3878213",NA,"Abatia spicata (Turcz.) Sleumer","Abatia spicata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Abatia","Abatia spicata","2026-08-29 23:33:29 UTC"
"Acaena elongata","Plantae","5370941",NA,"Acaena elongata L.","Acaena elongata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Acaena","Acaena elongata","2026-08-29 23:33:29 UTC"
"Achyrocline alata","Plantae","3139547",NA,"Achyrocline alata (Kunth) DC.","Achyrocline alata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Achyrocline","Achyrocline alata","2026-08-29 23:33:29 UTC"
"Achyrocline saturejoides","Plantae","3139534",NA,"Achyrocline satureioides (Lam.) DC.","Achyrocline satureioides","SPECIES","ACCEPTED",96,"FUZZY","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Achyrocline","Achyrocline satureioides","2026-08-29 23:33:29 UTC"
"Adenaria floribunda","Plantae","7286112",NA,"Adenaria floribunda Kunth","Adenaria floribunda","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","Adenaria","Adenaria floribunda","2026-08-29 23:33:29 UTC"
"Adesmia miraflorensis","Plantae","5356086",NA,"Adesmia miraflorensis J.R<U+00E9>my","Adesmia miraflorensis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Adesmia","Adesmia miraflorensis","2026-08-29 23:33:29 UTC"
"Adiantum digitatum","Plantae","3747192",NA,"Adiantum digitatum C.Presl","Adiantum digitatum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum","Adiantum digitatum","2026-08-29 23:33:29 UTC"
"Adiantum poiretii","Plantae","7335733",NA,"Adiantum poiretii Wikstr.","Adiantum poiretii","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum","Adiantum poiretii","2026-08-29 23:33:29 UTC"
"Aetheolaena campanulata","Plantae","3116939","11588259","Aetheolaena campanulata (Sch.Bip. ex Klatt) B.Nord.","Aetheolaena campanulata","SPECIES","SYNONYM",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Aetheolaena","Aetheolaena betonicifolia","2026-08-29 23:33:29 UTC"
"Agave cordillerensis","Plantae","2767059","2767032","Agave cordillerensis Lod<U+00E9> & Pino","Agave cordillerensis","SPECIES","SYNONYM",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave","Agave americana","2026-08-29 23:33:29 UTC"
"Ageratina pentlandiana","Plantae","5400818",NA,"Ageratina pentlandiana (DC.) R.M.King & H.Rob.","Ageratina pentlandiana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina","Ageratina pentlandiana","2026-08-29 23:33:29 UTC"
"Alchemilla diplophylla","Plantae","3027637","3025365","Alchemilla diplophylla Diels","Alchemilla diplophylla","SPECIES","SYNONYM",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Lachemilla","Lachemilla diplophylla","2026-08-29 23:33:29 UTC"
"Alchemilla pinnata","Plantae","3025314",NA,"Lachemilla Rydb.","Lachemilla","GENUS","ACCEPTED",99,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Lachemilla",NA,"2026-08-29 23:33:29 UTC"
"Aldama helianthoides","Plantae","9392518",NA,"Aldama helianthoides (Rich.) E.E.Schill. & Panero","Aldama helianthoides","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Aldama","Aldama helianthoides","2026-08-29 23:33:29 UTC"
"Aldama lanceolata","Plantae","9389961",NA,"Aldama lanceolata (Britton) E.E.Schill. & Panero","Aldama lanceolata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Aldama","Aldama lanceolata","2026-08-29 23:33:29 UTC"
"Alnus acuminata","Plantae","2876131",NA,"Alnus acuminata Kunth","Alnus acuminata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus acuminata","2026-08-29 23:33:29 UTC"
"Alonsoa meridionalis","Plantae","7869713",NA,"Alonsoa meridionalis (L.fil.) Kuntze","Alonsoa meridionalis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Alonsoa","Alonsoa meridionalis","2026-08-29 23:33:29 UTC"
"Alstroemeria pygmaea","Plantae","2753729",NA,"Alstroemeria pygmaea Herb.","Alstroemeria pygmaea","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Liliales","Alstroemeriaceae","Alstroemeria","Alstroemeria pygmaea","2026-08-29 23:33:29 UTC"
"Arenaria orbignyana","Plantae","5585082",NA,"Arenaria orbignyana Wedd.","Arenaria orbignyana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Arenaria","Arenaria orbignyana","2026-08-29 23:33:29 UTC"
"Arenaria soratensis","Plantae","5584015",NA,"Arenaria soratensis Rohrb.","Arenaria soratensis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Arenaria","Arenaria soratensis","2026-08-29 23:33:29 UTC"
"Arenaria tetragyna","Plantae","7268233",NA,"Arenaria tetragyna Willd. ex D.F.K.Schltdl.","Arenaria tetragyna","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Arenaria","Arenaria tetragyna","2026-08-29 23:33:29 UTC"
"Argemone subfusiformis","Plantae","7315184",NA,"Argemone subfusiformis G.B.Ownbey","Argemone subfusiformis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","Argemone","Argemone subfusiformis","2026-08-29 23:33:29 UTC"
"Argyrochosma nivea","Plantae","7335754",NA,"Argyrochosma nivea (Poir.) Windham","Argyrochosma nivea","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Argyrochosma","Argyrochosma nivea","2026-08-29 23:33:29 UTC"
"Aristeguietia discolor","Plantae","3110133",NA,"Aristeguietia discolor (DC.) R.M.King & H.Rob.","Aristeguietia discolor","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Aristeguietia","Aristeguietia discolor","2026-08-29 23:33:29 UTC"
"Asclepias curassavica","Plantae","3170241",NA,"Asclepias curassavica L.","Asclepias curassavica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias","Asclepias curassavica","2026-08-29 23:33:29 UTC"
"Astragalus garbancillo","Plantae","5342858",NA,"Astragalus garbancillo Cav.","Astragalus garbancillo","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Astragalus","Astragalus garbancillo","2026-08-29 23:33:29 UTC"
"Austrocylindropuntia floccosa","Plantae","7282233",NA,"Austrocylindropuntia floccosa (Salm-Dyck) F.Ritter","Austrocylindropuntia floccosa","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Austrocylindropuntia","Austrocylindropuntia floccosa","2026-08-29 23:33:29 UTC"
"Austrocylindropuntia subulata","Plantae","7282135",NA,"Austrocylindropuntia subulata (Muehlenpf.) Backeb.","Austrocylindropuntia subulata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Austrocylindropuntia","Austrocylindropuntia subulata","2026-08-29 23:33:29 UTC"
"Austroeupatorium inulifolium","Plantae","3142427",NA,"Austroeupatorium inulifolium (Kunth) R.M.King & H.Rob.","Austroeupatorium inulifolium","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Austroeupatorium","Austroeupatorium inulifolium","2026-08-29 23:33:29 UTC"
"Azolla filiculoides","Plantae","2650107",NA,"Azolla filiculoides Lam.","Azolla filiculoides","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Polypodiopsida","Salviniales","Salviniaceae","Azolla","Azolla filiculoides","2026-08-29 23:33:29 UTC"
"Azorella biloba","Plantae","6026584",NA,"Azorella biloba (Schltdl.) Wedd.","Azorella biloba","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Azorella","Azorella biloba","2026-08-29 23:33:29 UTC"
"Azorella multifida","Plantae","3631153",NA,"Azorella multifida (Ruiz & Pav.) Pers.","Azorella multifida","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Azorella","Azorella multifida","2026-08-29 23:33:29 UTC"
"Azorella pedunculata","Plantae","7508025",NA,"Azorella pedunculata (Spreng.) Mathias & Constance","Azorella pedunculata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Azorella","Azorella pedunculata","2026-08-29 23:33:29 UTC"
"Azureocereus hertlingianus","Plantae","3950442","3946522","Azureocereus hertlingianus (Backeb.) Backeb.","Azureocereus hertlingianus","SPECIES","SYNONYM",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Browningia","Browningia hertlingiana","2026-08-29 23:33:29 UTC"
"Baccharis alpina","Plantae","8134665",NA,"Baccharis alpina Kunth","Baccharis alpina","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis alpina","2026-08-29 23:33:29 UTC"
"Baccharis genistelloides","Plantae","3129545",NA,"Baccharis genistelloides (Lam.) Pers.","Baccharis genistelloides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis genistelloides","2026-08-29 23:33:29 UTC"
"Baccharis latifolia","Plantae","3129805",NA,"Baccharis latifolia (Ruiz & Pav.) Pers.","Baccharis latifolia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis latifolia","2026-08-29 23:33:29 UTC"
"Barbaceniopsis vargasiana","Plantae","2863896",NA,"Barbaceniopsis vargasiana (L.B.Sm.) L.B.Sm.","Barbaceniopsis vargasiana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Pandanales","Velloziaceae","Barbaceniopsis","Barbaceniopsis vargasiana","2026-08-29 23:33:29 UTC"
"Barnadesia arborea","Plantae","7414794",NA,"Barnadesia arborea Kunth","Barnadesia arborea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Barnadesia","Barnadesia arborea","2026-08-29 23:33:29 UTC"
"Begonia acerifolia","Plantae","4157576",NA,"Begonia acerifolia Kunth","Begonia acerifolia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Begoniaceae","Begonia","Begonia acerifolia","2026-08-29 23:33:29 UTC"
"Begonia bracteosa","Plantae","4157493",NA,"Begonia bracteosa A.DC.","Begonia bracteosa","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Begoniaceae","Begonia","Begonia bracteosa","2026-08-29 23:33:29 UTC"
